Engine_speed,Vehicle_speed,Absolute_throttle_position,Calculated_LOAD_value,Acc_Longitudinal,Rate Speed,Rate Throttle,RT/RS,VS/ES
895,2,15.7,28.6,-0.1,63,2.3,0.061021911,0.081259523
2165,81,18.8,45.1,0.2,79,3.1,0.065589319,1.360487088
1193,25,14.9,30.2,0,56,3.9,0.116405928,0.762020879
1489,11,13.7,19.2,-0.4,14,1.2,0.143268835,0.268636669
1365,39,14.1,22,-1.3,28,0.4,0.023878139,1.038961039
1770,37,14.1,27.1,-2.7,2,0,0,0.760143811
739,0,14.9,34.5,-1.8,37,0.8,0.036139886,0
1787,37,14.9,42.4,0,37,0,0,0.752912448
793,4,23.9,74.1,0.9,33,9,0.455855384,0.183423134
831,8,23.9,67.1,1,4,0,0,0.350071108
1731,65,20,52.2,0.4,57,3.9,0.114363719,1.365474502
825,3,53.7,86.7,1.3,62,33.7,0.908524682,0.132231405
817,5,20.8,54.5,0.6,2,32.9,27.49567723,0.222543674
774,0,17.6,38.4,0.1,5,3.2,1.069740634,0
1746,36,15.7,30.6,-0.8,36,1.9,0.088216459,0.749765698
1762,53,14.5,29.4,-3.7,17,1.2,0.117986099,1.09379837
1228,37,14.9,36.9,-0.7,16,0.4,0.041786744,1.095647024
1073,33,16.9,47.5,0.2,4,2,0.83573487,1.118359739
1975,24,19.2,57.6,0.6,9,2.3,0.427153378,0.441887227
636,0,22.4,69,0.9,24,3.2,0.222862632,0
1956,19,15.3,35.7,0,19,7.1,0.62460185,0.353225507
1855,56,14.9,29.8,-0.4,37,0.4,0.018069943,1.097770154
1945,49,14.9,29,-1.5,7,0,0,0.916101893
1534,44,15.3,41.2,-1.6,5,0.4,0.133717579,1.043024772
1623,62,15.3,47.8,-1.4,18,0,0,1.389122276
708,0,14.9,47.5,-1.3,62,0.4,0.010783676,0
681,0,14.5,48.2,-0.3,0,0.4,0,0
1488,20,14.5,46.3,0.1,20,0,0,0.488758553
861,2,16.5,54.5,0.8,18,2,0.18571886,0.084468377
863,33,14.9,38.8,0.2,31,1.6,0.086269406,1.390498262
2000,29,18.4,53.3,0.9,4,3.5,1.462536023,0.527272727
1541,22,15.3,31.8,-0.5,7,3.1,0.740222314,0.519143413
1757,67,15.3,40.4,-1.8,45,0,0,1.386661148
840,12,14.9,48.6,-0.9,55,0.4,0.012156144,0.519480519
1387,16,14.5,47.8,-0.1,4,0.4,0.167146974,0.419479583
890,40,14.5,48.2,-0.1,24,0,0,1.634320735
679,0,14.5,48.6,-0.1,40,0,0,0
1130,12,14.5,49,-0.1,12,0,0,0.38616251
684,0,14.5,48.6,-0.1,12,0,0,0
1359,20,14.5,48.6,-0.1,20,0,0,0.535152853
2499,51,14.5,49.8,-0.1,31,0,0,0.742115028
815,10,14.5,52.2,0.1,41,0,0,0.446179587
846,12,14.5,50.2,0.1,2,0,0,0.51579626
1018,16,14.5,49,-0.3,4,0,0,0.57153063
2147,44,14.5,48.6,-0.5,28,0,0,0.745225897
764,4,14.5,48.6,-0.2,40,0,0,0.190385531
688,0,14.5,48.6,-0.1,4,0,0,0
839,9,14.5,49.4,-0.1,9,0,0,0.390074764
674,0,14.5,49.4,-0.1,9,0,0,0
1052,12,14.5,49.4,-0.1,12,0,0,0.414794331
1793,51,14.5,49.8,0.1,39,0,0,1.034325407
857,26,14.5,49.4,0.2,25,0,0,1.103214172
1852,52,14.9,51,-0.3,26,0.4,0.025714919,1.021009228
848,12,14.5,49,-0.6,40,0.4,0.016714697,0.51457976
784,5,14.5,50.6,0.2,7,0,0,0.231910946
2426,78,15.7,51.8,0.6,73,1.2,0.027476215,1.169152365
2307,81,17.3,51.4,0.9,3,1.6,0.891450528,1.27674666
2054,60,19.6,57.3,1.1,21,2.3,0.183065733,1.06222891
2117,47,21.6,56.1,0.9,13,2,0.257149191,0.807317387
1626,16,23.5,65.9,1.1,31,1.9,0.10244492,0.35782176
1729,50,16.5,32.5,0,34,7,0.344126123,1.051579999
1991,71,18,45.9,0.2,21,1.5,0.119390696,1.296744441
1927,26,18.4,46.7,0.3,45,0.4,0.014857509,0.490635467
1940,39,23.5,67.8,0.7,13,5.1,0.655730437,0.731021556
1818,62,18.8,43.5,0.2,23,4.7,0.341561208,1.240124012
2597,50,16.1,26.7,-0.2,12,2.7,0.376080692,0.700108517
2040,42,16.5,36.5,-0.9,8,0.4,0.083573487,0.748663102
1192,28,15.7,32.5,-0.3,14,0.8,0.095512557,0.854179378
1645,37,14.1,26.3,-0.4,9,1.6,0.297150176,0.817905499
1544,44,13.7,24.3,-0.3,7,0.4,0.095512557,1.03626943
1943,29,13.7,26.3,-0.6,15,0,0,0.542740841
2038,27,13.7,27.8,-1,2,0,0,0.481755732
1688,13,14.1,29.4,-0.8,14,0.4,0.047756278,0.280051702
2043,76,14.5,28.2,-0.6,63,0.4,0.010612506,1.352734392
1324,18,14.5,27.8,-1.6,58,0,0,0.494369679
1485,24,14.9,36.5,-0.4,6,0.4,0.111431316,0.587695133
2103,40,14.9,39.6,-0.8,16,0,0,0.691652617
1835,27,14.5,43.1,-0.2,13,0.4,0.051429838,0.53505078
2028,42,14.5,44.3,-0.9,15,0,0,0.753093061
2131,41,14.9,46.7,-1.6,1,0.4,0.668587896,0.699628855
1529,43,14.5,46.7,-0.6,2,0.4,0.334293948,1.022652952
1750,65,14.9,47.5,-0.2,22,0.4,0.030390359,1.350649351
1609,9,14.5,46.3,-0.3,56,0.4,0.01193907,0.203401322
1642,52,14.5,46.3,0.2,43,0,0,1.151588971
1368,7,16.1,54.5,0.6,45,1.6,0.059430035,0.186071239
2365,47,16.5,47.5,0.9,40,0.4,0.016714697,0.722660004
1451,31,17.3,43.1,0.4,16,0.8,0.083573487,0.776893678
1145,17,18.4,45.9,0.7,14,1.1,0.131329765,0.539896784
1783,31,17.6,40.8,0.5,14,0.8,0.095512557,0.632233723
1771,38,20.4,54.9,0.7,7,2.8,0.668587896,0.780247421
1404,39,24.7,69.8,1.3,1,4.3,7.187319885,1.01010101
1516,50,22.7,58.8,0.8,11,2,0.303903589,1.199328376
1308,18,24.7,72.5,0.8,32,2,0.104466859,0.500417014
1410,30,21.6,58,0.5,12,3.1,0.43179635,0.773694391
1030,23,21.6,55.3,0.4,7,0,0,0.81200353
1224,22,17.6,41.6,0.2,1,4,6.685878963,0.653594771
1857,68,13.7,17.6,-0.5,46,3.9,0.141711565,1.33157096
1606,62,13.7,15.3,-0.5,6,0,0,1.403826559
1725,25,14.1,16.5,-0.6,37,0.4,0.018069943,0.527009223
2159,63,14.1,17.6,-0.6,38,0,0,1.061097309
1963,74,18.4,42.7,0.1,11,4.3,0.653392717,1.370814616
1843,38,17.6,47.8,0.2,36,0.8,0.037143772,0.749765698
1526,44,15.7,33.3,-0.1,6,1.9,0.529298751,1.048492792
1272,7,19.2,46.7,0.2,37,3.5,0.158112002,0.200114351
1699,54,17.3,39.2,0.1,47,1.9,0.067570053,1.155760073
1899,28,16.5,30.6,-0.1,26,0.8,0.051429838,0.536167361
1851,38,16.1,29.8,-0.1,10,0.4,0.06685879,0.74652522
1369,29,16.1,31.8,-0.1,9,0,0,0.770303473
1758,51,13.7,14.1,-0.5,22,2.4,0.182342154,1.054917778
997,9,14.9,20.8,-0.3,42,1.2,0.047756278,0.3282575
1597,26,16.9,34.1,0,17,2,0.196643499,0.592019127
791,6,18.8,51.4,0.2,20,1.9,0.158789625,0.275830364
1284,7,16.5,38.8,0,1,2.3,3.844380403,0.198244123
1750,51,13.7,14.9,-0.5,44,2.8,0.106366256,1.05974026
1553,44,14.5,18,-0.4,7,0.8,0.191025113,1.030264005
948,15,13.3,14.1,-0.5,29,1.2,0.069164265,0.575373993
981,9,14.1,17.3,-0.4,6,0.8,0.222862632,0.333611343
1451,42,14.1,16.9,-0.5,33,0,0,1.052565629
1253,39,14.1,21.2,-0.4,3,0,0,1.131829065
1559,33,14.1,26.3,-0.5,6,0,0,0.769724182
951,3,14.1,28.2,-0.6,30,0,0,0.114711787
1262,50,13.7,29,-0.7,47,0.4,0.014225274,1.440714594
1561,45,14.5,28.6,-0.5,5,0.8,0.267435159,1.048279075
1414,23,14.5,25.9,-0.7,22,0,0,0.59148772
1017,14,14.5,27.1,-0.9,9,0,0,0.500581032
1406,50,14.9,34.9,-1.6,36,0.4,0.018571886,1.293159188
940,22,14.9,44.7,-0.2,28,0,0,0.85106383
1019,33,14.5,43.5,-0.4,11,0.4,0.060780718,1.177625123
926,12,14.9,45.1,-1.1,21,0.4,0.031837519,0.471235028
736,0,14.5,43.1,-1.1,12,0.4,0.055715658,0
1841,53,14.9,47.1,-0.7,53,0.4,0.012614866,1.046861883
879,12,14.5,45.5,-0.5,41,0.4,0.016307022,0.496431896
1471,43,14.5,45.1,-0.1,31,0,0,1.062975094
1371,40,14.1,45.9,-0.1,3,0.4,0.222862632,1.060937604
1561,32,14.5,45.9,-0.1,8,0.4,0.083573487,0.745442898
1253,12,14.1,46.3,-0.1,20,0.4,0.033429395,0.348255097
1457,16,14.1,46.3,-0.1,4,0,0,0.399326137
990,14,14.5,46.7,-0.1,2,0.4,0.334293948,0.514233242
891,11,14.5,46.7,-0.1,3,0,0,0.448933782
1233,38,14.5,46.7,-0.1,27,0,0,1.120696011
1445,30,14.5,46.7,-0.1,8,0,0,0.754954388
1065,36,14.1,46.7,-0.1,6,0.4,0.111431316,1.229193342
1039,24,14.5,47.1,-0.1,12,0.4,0.055715658,0.839968501
751,0,14.5,47.1,-0.1,24,0,0,0
916,12,14.5,47.1,-0.1,12,0,0,0.476379516
1444,23,14.5,47.1,-0.1,11,0,0,0.579199194
1154,42,14.1,47.5,-0.1,19,0.4,0.035188837,1.323459902
1191,37,14.1,47.5,-0.1,5,0,0,1.129684757
934,19,14.5,47.5,-0.1,18,0.4,0.037143772,0.739731361
1087,16,14.5,47.8,-0.1,3,0,0,0.535251317
812,4,14.5,47.8,-0.1,12,0,0,0.179131214
1366,29,14.5,47.5,-0.1,25,0,0,0.771995208
988,34,14.5,47.5,-0.1,5,0,0,1.251380199
1533,50,14.5,47.8,0.1,16,0,0,1.186028583
1409,43,14.9,49.4,0.3,7,0.4,0.095512557,1.109749016
798,4,16.1,49.4,0.9,39,1.2,0.051429838,0.182273866
817,6,15.3,41.2,0.1,2,0.8,0.668587896,0.267052409
737,2,17.3,47.1,0.6,4,2,0.83573487,0.098680153
1092,17,16.1,31.8,0.1,15,1.2,0.133717579,0.566100566
1548,45,17.6,38,0.4,28,1.5,0.089543022,1.057082452
1017,12,20.4,49.8,0.7,33,2.8,0.141821675,0.429069456
770,3,20.4,56.1,0.8,9,0,0,0.141676505
1159,14,19.2,46.3,0.5,11,1.2,0.182342154,0.439250137
772,0,15.7,33.3,0,14,3.5,0.417867435,0
1072,16,15.3,31,-0.2,16,0.4,0.041786744,0.542740841
1409,16,18.8,50.6,0.3,0,3.5,0,0.412929866
1338,18,16.9,38.8,0.1,2,1.9,1.587896254,0.489196902
931,28,24.3,69,0.9,10,7.4,1.236887608,1.093643199
774,3,18.8,46.3,0.3,25,5.5,0.367723343,0.140944327
971,22,22,58.8,0.6,19,3.2,0.281510693,0.823892894
1045,16,18.8,42.7,0.2,6,3.2,0.891450528,0.55676381
949,26,18.4,46.3,0.2,10,0.4,0.06685879,0.99626401
980,35,15.7,32.9,-0.1,9,2.7,0.501440922,1.298701299
916,20,13.7,16.9,-0.5,15,2,0.222862632,0.793965859
773,2,15.7,27.5,-0.1,18,2,0.18571886,0.094084441
2084,73,13.3,15.3,-0.5,71,2.4,0.056500386,1.27377421
2438,47,18.4,38.4,0,26,5.1,0.327865218,0.701021702
1874,55,25.1,77.3,0.6,8,6.7,1.399855908,1.067235859
1585,46,25.1,75.7,0.6,9,0,0,1.055348437
2192,80,20.4,52.5,0.3,34,4.7,0.231056111,1.327140013
2514,42,15.7,29,-0.1,38,4.7,0.206734415,0.607507051
2832,81,15.3,26.3,-0.2,39,0.4,0.017143279,1.040061633
1664,34,16.5,34.5,-0.1,47,1.2,0.042675823,0.743006993
759,4,14.5,23.5,-0.3,30,2,0.111431316,0.191639717
1644,34,17.6,37.3,-0.1,30,3.1,0.17271854,0.752046008
1792,31,17.6,47.1,0,3,0,0,0.629058442
1939,57,17.6,40.4,0,26,0,0,1.068967134
1209,11,16.5,42.4,-0.1,46,1.1,0.039969929,0.330851944
1895,54,14.1,16.9,-0.4,43,2.4,0.093291334,1.036219717
1609,25,17.6,40,0,29,3.5,0.201729107,0.565003673
1259,26,14.9,28.2,-0.2,1,2.7,4.5129683,0.750956748
1415,41,16.9,32.5,-0.1,15,2,0.222862632,1.053646001
1670,35,15.3,32.5,-0.2,6,1.6,0.445725264,0.762112139
1739,36,13.7,15.7,-0.5,1,1.6,2.674351585,0.752783732
1837,53,13.7,14.1,-0.5,17,0,0,1.049141387
1800,37,13.7,15.3,-0.5,16,0,0,0.747474747
1829,53,14.1,16.9,-0.4,16,0.4,0.041786744,1.053730305
811,4,13.7,15.7,-0.4,49,0.4,0.013644651,0.179352091
805,4,13.7,14.5,-0.4,0,0,0,0.180688876
1236,3,13.3,14.9,-0.7,1,0.4,0.668587896,0.088261253
1600,34,14.1,25.5,-1.9,31,0.8,0.043134703,0.772727273
820,4,13.7,27.5,-2,30,0.4,0.022286263,0.177383592
1733,36,13.7,29.4,-0.7,32,0,0,0.755390023
1147,37,14.1,29.8,-0.7,1,0.4,0.668587896,1.173020528
2172,82,14.5,26.3,-0.7,45,0.4,0.014857509,1.372844467
1482,44,14.5,27.5,-1.4,38,0,0,1.079622132
659,0,15.3,40.8,-2.2,44,0.8,0.030390359,0
1228,25,14.9,46.7,-1.5,25,0.4,0.026743516,0.740302043
744,1,14.5,47.1,-0.3,24,0.4,0.027857829,0.048875855
1601,36,14.5,46.3,-0.4,35,0,0,0.817670774
1621,34,14.1,45.1,-0.5,2,0.4,0.334293948,0.762716617
1499,23,14.1,46.7,-0.1,11,0,0,0.557947723
1521,31,14.1,47.1,-0.1,8,0,0,0.741139203
1669,48,14.1,47.1,0,17,0,0,1.045808595
1376,8,16.1,53.3,0.6,40,2,0.083573487,0.21141649
1708,65,16.9,48.2,1.1,57,0.8,0.023459224,1.38386204
865,6,14.1,29,-0.6,59,2.8,0.079323988,0.252233316
780,3,15.3,41.6,-1.2,3,1.2,0.668587896,0.13986014
763,2,14.9,51.8,-0.5,1,0.4,0.668587896,0.095317527
1585,9,14.5,46.7,-0.4,7,0.4,0.095512557,0.206481216
1673,33,14.5,47.1,-0.1,24,0,0,0.717274357
675,0,14.5,47.1,-0.1,33,0,0,0
760,3,14.1,46.7,-0.1,3,0.4,0.222862632,0.14354067
1762,26,14.5,47.8,-0.1,23,0.4,0.029069039,0.536580332
808,4,14.5,47.5,0.3,22,0,0,0.180018002
764,2,16.5,54.5,0.9,2,2,1.671469741,0.095192765
1335,22,17.3,49.4,0.9,20,0.8,0.06685879,0.599250936
1203,14,20,55.7,1.1,8,2.7,0.564121037,0.423184463
2131,80,19.2,47.5,0.8,66,0.8,0.020260239,1.365129474
1413,12,18.8,52.2,0.6,68,0.4,0.009832175,0.308820691
1730,50,14.9,25.1,-0.1,38,3.9,0.171545579,1.050972149
1894,30,20.8,60.4,0.4,20,5.9,0.493083573,0.575981569
1562,32,24.7,71,0.9,2,3.9,3.259365994,0.744965662
902,3,16.5,34.1,0.1,29,8.2,0.472622478,0.120943358
1642,48,20.4,56.5,0.6,45,3.9,0.144860711,1.063005204
1091,25,16.1,31.8,0,23,4.3,0.312492169,0.833263895
1565,46,20.4,50.2,0.4,21,4.3,0.342253328,1.068835318
780,0,21.6,57.6,0.6,46,1.2,0.043603558,0
971,24,16.5,32.2,0,24,5.1,0.35518732,0.898792248
773,0,20,50.6,0.2,24,3.5,0.243756004,0
1544,45,18,45.9,0.2,45,2,0.074287544,1.059821008
1365,22,13.7,15.7,-0.6,23,4.3,0.312492169,0.586080586
1816,28,14.5,20.4,-0.9,6,0.8,0.222862632,0.560672807
998,37,13.7,18,-1.7,9,0.8,0.148575088,1.348150847
841,8,14.5,27.1,-2.2,29,0.8,0.04610951,0.34590855
956,15,15.3,34.5,-1,7,0.8,0.191025113,0.570559148
1359,57,14.9,38.4,-0.5,42,0.4,0.015918759,1.525185631
1296,38,14.9,40.8,-0.6,19,0,0,1.066217733
1254,55,14.9,43.9,-0.3,17,0,0,1.594896332
1140,35,14.9,45.5,-0.1,20,0,0,1.116427432
2198,26,14.9,45.1,-0.1,9,0,0,0.430143105
1680,49,14.9,45.1,-0.1,23,0,0,1.060606061
2105,30,14.9,45.9,-0.8,19,0,0,0.518246599
2985,43,14.9,47.1,-0.1,13,0,0,0.523831278
2045,72,14.9,47.1,-0.1,29,0,0,1.280284508
1737,65,14.5,46.7,-0.4,7,0.4,0.095512557,1.360757837
2459,22,14.5,44.7,-0.5,43,0,0,0.325335502
1553,15,14.1,40,-0.3,7,0.4,0.095512557,0.351226365
2013,75,14.1,38.4,-0.2,60,0,0,1.354829969
1639,16,14.1,38.4,-0.3,59,0,0,0.354983637
1387,22,14.9,41.2,0,6,0.8,0.222862632,0.576784427
1287,8,15.3,44.3,0.4,14,0.4,0.047756278,0.22603659
930,12,13.7,31.4,-0.2,4,1.6,0.668587896,0.469208211
927,12,14.1,35.3,-0.2,0,0.4,0,0.470726684
674,0,14.1,37.6,-0.5,12,0,0,0
1095,13,14.5,40,-0.9,13,0.4,0.051429838,0.431714404
1293,7,14.9,48.2,-0.5,6,0.4,0.111431316,0.196864234
1196,6,14.9,49.8,-0.6,1,0,0,0.182426269
2957,57,14.5,47.5,-0.4,51,0.4,0.013109567,0.700956129
2426,70,14.5,47.5,-0.1,13,0,0,1.049239302
1878,53,14.1,47.8,-0.1,17,0.4,0.0393287,1.026236809
1890,29,14.1,47.8,-0.1,24,0,0,0.557960558
1683,49,14.5,48.2,-0.1,20,0.4,0.033429395,1.058715497
1573,57,14.5,47.8,-0.1,8,0,0,1.317690574
861,12,14.5,47.8,-0.1,45,0,0,0.506810263
1755,65,14.5,47.5,-0.1,53,0,0,1.346801347
810,5,14.5,47.8,-0.1,60,0,0,0.224466891
678,0,14.5,47.8,-0.1,5,0,0,0
1708,28,14.5,48.6,-0.1,28,0,0,0.596125186
1676,10,14.5,47.8,-0.1,18,0,0,0.216966804
1433,22,14.5,48.2,-0.1,12,0,0,0.558269365
2123,60,14.5,48.2,-0.1,38,0,0,1.02770522
1915,30,14.5,48.2,-0.1,30,0,0,0.569665322
1580,23,14.5,48.2,0.1,7,0,0,0.529344074
1483,18,14.5,48.6,0.2,5,0,0,0.441365782
1522,16,14.5,47.8,0.2,2,0,0,0.38227213
978,5,14.5,48.6,-0.1,11,0,0,0.185908161
1537,7,14.9,48.6,-0.5,2,0.4,0.334293948,0.165611877
991,10,14.5,47.5,-0.5,3,0.4,0.222862632,0.366938813
1349,14,14.5,47.8,0.1,4,0,0,0.377383921
1428,33,14.5,47.8,0.3,19,0,0,0.840336134
1724,63,15.3,49,0.3,30,0.8,0.044572526,1.328833579
1427,15,18.4,58.8,1.2,48,3.1,0.107949087,0.382238644
1737,36,19.6,56.1,1.1,21,1.2,0.095512557,0.753650495
1569,45,19.6,46.7,0.7,9,0,0,1.042934121
1089,17,18.4,48.2,0.5,28,1.2,0.071634417,0.567660072
1888,72,17.3,36.5,0.2,55,1.1,0.033429395,1.386748844
762,3,20.8,57.3,0.5,69,3.5,0.084784697,0.143163923
1179,21,19.2,57.3,0.5,18,1.6,0.148575088,0.647698358
832,10,17.3,37.3,0.1,11,1.9,0.28870841,0.437062937
1554,33,22.7,63.1,0.7,23,5.4,0.392432026,0.772200772
1816,68,19.2,48.2,0.4,35,3.5,0.167146974,1.361633961
981,20,18.4,43.1,0.3,48,0.8,0.027857829,0.74135854
1916,56,16.5,28.2,-0.1,36,1.9,0.088216459,1.06282027
850,4,15.7,24.3,-0.2,52,0.8,0.025714919,0.171122995
1120,20,17.6,32.2,0,16,1.9,0.198487032,0.649350649
1188,19,19.6,45.9,0.3,1,2,3.342939481,0.581573309
842,10,16.1,27.8,-0.2,9,3.5,0.65001601,0.431872166
759,0,16.5,36.5,-0.7,10,0.4,0.06685879,0
1015,16,15.3,31.4,-1.4,16,1.2,0.125360231,0.573219884
827,8,14.1,27.8,-1.9,8,1.2,0.250720461,0.351764318
815,5,14.9,32.9,-1,3,0.8,0.445725264,0.223089794
804,4,14.9,36.1,-0.8,1,0,0,0.180913614
868,10,14.9,41.2,-0.1,6,0,0,0.418935903
777,0,15.7,47.5,0.1,10,0.8,0.133717579,0
913,10,14.5,38.8,-1,10,1.2,0.200576369,0.398287364
780,0,14.9,44.3,-0.3,10,0.4,0.06685879,0
1665,48,16.1,51.4,0.1,48,1.2,0.041786744,1.048321048
675,1,28.2,78.4,1.2,47,12.1,0.43031455,0.053872054
1657,48,44.7,83.9,1.5,47,16.5,0.586792569,1.053382345
1279,21,42,86.7,1.2,27,2.7,0.167146974,0.59705736
1868,39,82.7,93.3,1.1,18,40.7,3.779378802,0.759197975
1190,12,56.5,87.1,1.1,27,26.2,1.621944711,0.366692131
838,8,24.7,69,0.7,4,31.8,13.28818444,0.347146887
1271,21,16.9,42,0,13,7.8,1.002881844,0.600815392
780,3,36.5,74.9,0.5,18,19.6,1.820044829,0.13986014
953,23,35.7,85.1,0.8,20,0.8,0.06685879,0.877611371
1070,20,25.1,67.5,0.5,3,10.6,5.90585975,0.679694138
1467,25,18.4,38.8,-0.1,5,6.7,2.239769452,0.619693871
793,0,22.7,68.6,0.3,25,4.3,0.287492795,0
1667,49,13.3,20.8,-0.4,49,9.4,0.320649297,1.068877134
899,10,14.1,18,-0.5,39,0.8,0.034286559,0.404489837
848,5,18.8,53.3,0.1,5,4.7,1.571181556,0.214408233
976,12,18,49,0,7,0.8,0.191025113,0.44709389
832,5,20.4,62.4,0.1,7,2.4,0.57307534,0.218531469
1202,6,13.7,20.8,-0.4,1,6.7,11.19884726,0.181515656
2117,80,16.9,30.6,-0.2,74,3.2,0.072279773,1.374157255
2027,59,38.4,82.4,0.4,21,21.5,1.711266639,1.058438355
1767,67,75.3,93.7,0.4,8,36.9,7.709654179,1.378813603
1976,58,16.1,38.8,-0.2,9,59.2,10.99455652,1.067353699
1813,28,15.3,22,-0.4,30,0.8,0.044572526,0.561600562
1877,12,44.3,87.1,0.4,16,29,3.029538905,0.232479295
1107,11,82.7,93.7,0.4,1,38.4,64.18443804,0.361336947
1510,43,36.9,56.5,0,32,45.8,2.392291066,1.035520771
2365,89,23.1,54.1,0.1,46,13.8,0.501440922,1.368441284
1552,32,18.8,42.7,0,57,4.3,0.126093331,0.749765698
1540,24,13.7,14.9,-0.4,8,5.1,1.06556196,0.566706021
1446,16,14.5,18.8,-0.6,8,0.8,0.167146974,0.402363888
1706,36,14.5,21.6,-1.1,20,0,0,0.767345199
1192,35,14.1,19.2,-1.5,1,0.4,0.668587896,1.067724222
895,7,14.1,17.6,-2,28,0,0,0.284408329
1869,54,14.1,20,-1.6,47,0,0,1.050634758
1339,35,14.5,28.2,-1.8,19,0.4,0.035188837,0.950505805
1665,63,14.9,34.5,-2,28,0.4,0.023878139,1.375921376
1294,19,15.3,44.7,-1.2,44,0.4,0.015195179,0.533932837
1659,63,15.3,49,-1.2,44,0,0,1.380897583
837,8,14.9,47.5,-1.2,55,0.4,0.012156144,0.347561638
1383,8,14.9,50.2,-0.6,0,0,0,0.210346414
1311,53,14.5,47.8,-0.1,45,0.4,0.014857509,1.470078358
674,0,14.5,47.5,0,53,0,0,0
1292,29,14.5,48.2,0,29,0,0,0.816211652
2441,45,14.5,47.8,0,16,0,0,0.670366094
1204,2,14.5,48.6,0,43,0,0,0.060404712
2216,13,14.5,48.2,0,11,0,0,0.213324582
625,1,14.5,48.2,0,12,0,0,0.058181818
1014,15,14.5,47.8,0,14,0,0,0.537923615
1026,27,14.5,48.2,0.1,12,0,0,0.956937799
1112,14,14.5,47.8,-0.2,13,0,0,0.457815566
1304,23,14.5,48.2,0,9,0,0,0.641383157
915,28,14.5,48.2,0,5,0,0,1.112767014
973,15,14.5,48.6,0,13,0,0,0.560590489
1390,29,14.5,48.6,0,14,0,0,0.758665795
872,22,14.5,48.2,0,7,0,0,0.917431193
1024,31,14.5,48.2,0,9,0,0,1.100852273
1129,27,14.5,48.2,0,4,0,0,0.869635236
944,32,14.5,48.2,0,5,0,0,1.232665639
918,26,14.5,49,0,6,0,0,1.029906912
1004,27,14.5,48.2,0,1,0,0,0.977906556
3159,32,14.5,48.6,0.1,5,0,0,0.368355924
1944,23,14.5,48.2,0.3,9,0,0,0.430228208
1881,29,14.9,49.4,0.4,6,0.4,0.111431316,0.560630226
2129,62,14.9,47.5,0,33,0,0,1.058969213
2497,52,14.9,49,-0.2,10,0,0,0.757272363
2194,83,14.9,49.4,-0.1,31,0,0,1.375652606
1547,32,14.9,47.5,0.1,51,0,0,0.752188987
5053,81,17.6,56.9,1.1,49,2.7,0.092101394,0.582912041
922,10,21.2,63.9,1.5,71,3.6,0.084750578,0.394399527
1366,13,26.3,69.4,1.8,3,5.1,2.841498559,0.346066818
872,6,25.1,68.2,1.3,7,1.2,0.28653767,0.250208507
1847,54,22.4,57.6,1,48,2.7,0.094020173,1.063149087
1571,24,19.6,46.7,0.5,30,2.8,0.156003842,0.555523407
2233,84,18,40.8,0.2,60,1.6,0.044572526,1.367911086
707,0,26.3,72.9,1,84,8.3,0.165157129,0
938,7,20.8,51,0.5,7,5.5,1.313297653,0.271370421
821,7,22.4,64.3,0.4,0,1.6,0,0.310043185
2123,35,21.6,63.5,0.5,28,0.8,0.047756278,0.599494712
678,0,16.5,38.8,0.1,35,5.1,0.243557019,0
670,0,18.4,38.8,0,0,1.9,0,0
1552,29,25.5,76.1,0.6,29,7.1,0.409221902,0.679475164
1835,29,16.1,29.4,-0.1,0,9.4,0,0.574684171
1292,2,20,51.8,0.4,27,3.9,0.241434518,0.056290459
1595,27,13.7,15.7,-0.4,25,6.3,0.421210375,0.615559989
1967,46,18,36.1,0,19,4.3,0.378279994,0.850395156
1848,39,14.5,26.7,-0.2,7,3.5,0.83573487,0.767414404
752,0,17.6,34.5,0,39,3.1,0.132860415,0
1500,24,13.7,18,-0.3,24,3.9,0.271613833,0.581818182
842,25,14.5,16.9,-0.5,1,0.8,1.337175793,1.079680415
1067,16,15.3,23.5,-0.2,9,0.8,0.148575088,0.545284144
1758,36,16.1,28.6,-0.1,20,0.8,0.06685879,0.744647844
1146,24,19.2,53.3,0.3,12,3.1,0.43179635,0.761542123
1507,31,14.1,22.7,-0.2,7,5.1,1.217785097,0.748024371
1340,39,14.5,22,-0.6,8,0.4,0.083573487,1.05834464
1059,29,14.1,24.3,-0.7,10,0.4,0.06685879,0.99579363
866,25,14.1,27.1,-0.3,4,0,0,1.049758556
775,0,15.7,33.3,-0.1,25,1.6,0.106974063,0
772,0,16.5,39.2,0,0,0.8,0,0
1513,43,17.3,43.5,0.1,43,0.8,0.031097111,1.033467524
2270,47,19.6,57.6,0.5,4,2.3,0.961095101,0.752903484
1215,38,14.5,25.5,-0.1,9,5.1,0.947166186,1.137298915
919,13,14.1,22.7,-0.3,25,0.4,0.026743516,0.514393115
988,29,16.1,32.9,-0.3,16,2,0.208933718,1.067353699
2059,12,29.8,75.7,0.8,17,13.7,1.347007967,0.211929887
1261,13,78.4,91.4,1.3,1,48.6,81.23342939,0.374882849
2020,59,83.9,93.3,1.3,46,5.5,0.199849643,1.062106211
1780,67,83.9,95.7,1.5,8,0,0,1.368743616
1510,26,83.9,95.7,1.4,41,0,0,0.626128838
1839,25,36.1,52.9,0.6,1,47.8,79.8962536,0.494339809
1694,62,18.4,38.4,0.1,37,17.7,0.799594984,1.330900504
2057,47,23.9,63.5,0.6,15,5.5,0.612872238,0.83086578
